ID,STANAME,ST,HUC,CLASS,FLOW,STAGE,TIME,TIME_UTC,URL,DATUM,COUNT,PERCENTILE,FLOODSTAGE,Longitude,Latitude
2264030 ,LK BUENA VIS TR AT HOTEL PL BLVD AT LK BUENA VISTA,fl,3090101,0,1.31,89.48,9/23/23 9:25,9/23/23 13:25,https://waterdata.usgs.gov/monitoring-location/02264030,NAD83,11,58.57,0,-81.5069722,28.3805
2264051 ,"BLACK LK OUTLET AT S-101A, AT LAKE BUENA VISTA, FL",fl,3090101,4,0.45,94.57,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02264051,NAD83,36,18.89,0,-81.515,28.37444444
2264060 ,"LATERAL 101 AT S-101, NEAR LAKE BUENA VISTA, FL",fl,3090101,5,15.7,90,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02264060,NAD83,35,43.86,0,-81.5289619,28.37111947
2264061 ,"LATERAL 101 BELOW S-101 NR BUENA VISTA,FL",fl,3090101,0,0,84.06,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02264061,NAD83,0,0,0,-81.5289619,28.3708417
2264100 ,"BONNET CREEK NEAR VINELAND, FL",fl,3090101,5,32.6,71.94,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02264100,NAD83,57,45.4,0,-81.5206284,28.32528785
2264140 ,"BONNET CREEK NEAR KISSIMMEE, FL",fl,3090101,0,0,70.01,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02264140,NAD83,0,0,0,-81.5245174,28.30806625
2264141 ,"BONNET CREEK BELOW CULVERTS NEAR KISSIMMEE, FL",fl,3090101,0,70,67.53,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02264141,NAD83,14,28.02,0,-81.5245174,28.30806625
2264495 ,"SHINGLE CREEK AT CAMPBELL, FL",fl,3090101,5,264,54.56,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02264495,NAD83,54,51.51,0,-81.4478495,28.26723444
2266025 ,"REEDY CREEK AT S-46 NEAR VINELAND, FL",fl,3090101,3,0,95.92,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266025,NAD83,36,8.85,0,-81.61146309,28.4052845
2266026 ,10B REEDY CREEK BELOW S-46 NR VINELAND FLA,fl,3090101,0,0,89.82,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266026,NAD83,0,0,0,-81.61146309,28.40417345
2266200 ,"WHITTENHORSE CREEK NEAR VINELAND, FL",fl,3090101,5,10.1,93.89,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02266200,NAD83,57,55.87,0,-81.6164632,28.38500749
2266205 ,"WHITTENHORSE CREEK AT S-411, NEAR VINELAND, FL",fl,3090101,0,0,96.09,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266205,NAD83,36,26.35,0,-81.6109075,28.39306276
2266206 ,"WHITTENHORSE BELOW S-411 NR VINELAND,FL",fl,3090101,0,0,84.86,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266206,NAD83,0,0,0,-81.6106298,28.39306277
2266291 ,"LATERAL 405 AT S-405A, NEAR DOCTOR PHILLIPS, FL",fl,3090101,6,59.2,95.84,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266291,NAD83,36,89.98,0,-81.6052778,28.42694444
2266292 ,"LATERAL 405 BL S405A NR DR PHILLIPS, FL",fl,3090101,0,0,90.17,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266292,NAD83,0,0,0,-81.6086852,28.42639484
2266293 ,"10B LATERAL 405 AB S-405 NEAR VINELAND, FLA",fl,3090101,0,49.4,89.91,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02266293,NAD83,11,58.37,0,-81.5844349,28.39472948
2266294 ,10B LATERAL 405 BL S-405 NEAR VINELAND FLA,fl,3090101,0,0,82.14,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02266294,NAD83,0,0,0,-81.5843794,28.3945628
2266295 ,"LATERAL 410 AT S-410 NEAR VINELAND, FL",fl,3090101,5,25.9,96.03,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266295,NAD83,36,68.99,0,-81.5984074,28.36639716
2266296 ,"LATERAL 410 BL S-410 NR VINELAND, FL",fl,3090101,0,0,88.81,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266296,NAD83,0,0,0,-81.59868518,28.36639716
2266299 ,"401 CANAL NR VINELAND, FL",fl,3090101,0,0,13.25,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02266299,NAD83,0,0,0,-81.57623889,28.34655556
2266300 ,"REEDY CREEK NEAR VINELAND, FL",fl,3090101,6,109,10.14,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02266300,NAD83,57,75.69,0,-81.579796,28.33278738
2266480 ,"DAVENPORT CREEK NEAR LOUGHMAN, FL",fl,3090101,7,86.8,7.4,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02266480,NAD83,53,96.76,0,-81.5909074,28.271123
2266495 ,"REEDY CREEK AT S-40, NEAR LOUGHMAN, FL",fl,3090101,0,0,70.26,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02266495,NAD83,0,0,0,-81.5439622,28.27584517
2266496 ,"REEDY CREEK BELOW S-40, NEAR LOUGHMAN, FL",fl,3090101,5,238,68.04,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02266496,NAD83,31,73.24,0,-81.54368439,28.27584517
2266500 ,"REEDY CREEK NEAR LOUGHMAN, FL",fl,3090101,6,250,2.51,9/23/23 8:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02266500,NAD83,72,78.31,0,-81.536462,28.2636234
2266550 ,"REEDY CREEK AT STATE HWY 531 NEAR POINSIANNA, FL",fl,3090101,0,0,59,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02266550,NAD83,0,0,0,-81.4409055,28.15001585
2266650 ,"LAKE MARION NEAR HAINES CITY, FL",fl,3090101,0,0,66.5,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02266650,NAD83,0,0,0,-81.5306297,28.09918426
2268390 ,TIGER CREEK NEAR BABSON PARK FL,fl,3090101,6,131,45.66,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02268390,NAD83,30,88.83,0,-81.4442861,27.81215
2268400 ,"LAKE WEOHYAKAPKA AT INDIAN LAKE ESTATES, FL",fl,3090101,0,0,61.29,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02268400,NAD83,0,0,0,-81.3875722,27.8141929
2268600 ,"LAKE ROSALIE NEAR LAKE WALES, FL",fl,3090101,0,0,53.55,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02268600,NAD83,0,0,0,-81.4236838,27.9433555
2269520 ,LIVINGSTON CREEK NEAR FROSTPROOF FL,fl,3090101,5,126,43.38,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02269520,NAD83,31,55.45,0,-81.4464626,27.708641
2270000 ,CARTER CREEK NEAR SEBRING FL,fl,3090101,6,60.1,7.01,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02270000,NAD83,44,77.37,0,-81.3875724,27.53225706
2270500 ,"ARBUCKLE CREEK NEAR DE SOTO CITY, FL",fl,3090101,5,662,4.63,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02270500,NAD83,84,62.21,0,-81.2970278,27.44238889
2271500 ,JOSEPHINE CREEK NEAR DE SOTO CITY FL,fl,3090101,5,142,4.76,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02271500,NAD83,73,62.45,0,-81.3934062,27.3742078
2272650 ,"FISH SLOUGH NEAR BASINGER, FL",fl,3090102,0,77.4,58.95,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02272650,NAD83,19,61.56,0,-80.9220072,27.46531709
2272676 ,"CYPRESS SLOUGH NEAR BASINGER, FL",fl,3090101,0,111,32.69,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02272676,NAD83,19,61.33,0,-80.97589739,27.38031945
2273230 ,"C-41 CANAL NEAR BRIGHTON, FL",fl,3090103,0,67.1,24.84,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02273230,NAD83,20,23.94,0,-81.201458,27.21393588
2273630 ,"POPASH SLOUGH NEAR OKEECHOBEE, FL",fl,3090102,0,8.64,20.85,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02273630,NAD83,19,40.78,0,-80.8964511,27.24393485
2274005 ,"OTTER CREEK NEAR OKEECHOBEE, FL",fl,3090102,0,6.75,32.75,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02274005,NAD83,19,65.35,0,-80.8453388,27.37754217
2274010 ,"TAYLOR CREEK NEAR OKEECHOBEE, FL",fl,3090102,0,142,23.84,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02274010,NAD83,20,80.47,0,-80.8725617,27.3653202
2274325 ,"TAYLOR CREEK AT GRASSY ISLAND NR OKEECHOBEE, FL",fl,3090102,0,209,17.67,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02274325,NAD83,19,81.79,0,-80.8383333,27.31638889
2274490 ,"WILLIAMSON DITCH NEAR OKEECHOBEE, FL",fl,3090102,0,106,18.72,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02274490,NAD83,20,73.37,0,-80.8189493,27.3047665
2274505 ,"WOLFF CREEK NR OKEECHOBEE,FL",fl,3090102,0,5.97,20.48,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02274505,NAD83,18,50,0,-80.8239494,27.28087828
2275197 ,"MOSQUITO CREEK NEAR OKEECHOBEE, FL",fl,3090102,0,61.2,20.61,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02275197,NAD83,19,78.99,0,-80.780615,27.2372685
2276877 ,"ST. LUCIE CANAL BLW S-308, NR PORT MAYACA (AUX) FL",fl,3090202,5,1610,14.05,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02276877,NAD83,50,63.02,0,-80.6156,26.98553333
2276998 ,ST LUCIE CANAL ABV S-80 NR STUART FL,fl,3090202,0,-101,12.08,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02276998,NAD83,6,14.29,0,-80.28725,27.10866667
2277100 ,"ST LUCIE RIVER AT SPEEDY POINT, STUART FL",fl,3090202,0,0,1.27,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02277100,NAD83,0,0,0,-80.2587833,27.2048
2277110 ,ST LUCIE ESTUARY AT A1A (STEELE PT)STUART FL,fl,3090202,0,0,1.09,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02277110,NAD83,0,0,0,-80.2074444,27.19902778
2277600 ,"LOXAHATCHEE RIVER NEAR JUPITER,FL",fl,3090202,4,88,11.48,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02277600,NAD83,51,24.23,0,-80.17525,26.93925
2277602 ,LOXAHATCHEE RIVER DWS LAINHART DAM NR JUPITER FL,fl,3090202,0,0,11.12,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02277602,NAD83,0,0,0,-80.17488889,26.93927778
2277744 ,"LOXAHATCHEE RV 500 FT DS OF US-1 AT JUPITER, FL",fl,3090206,0,0,-0.61,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02277744,NAD83,0,0,0,-80.08338889,26.9478722
2280500 ,HILLSBORO CANAL BELOW S351 NR SOUTH BAY FLA,fl,3090202,0,-150,10.28,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02280500,NAD83,31,3.12,0,-80.7090694,26.70021389
2281200 ,HILLSBORO CANAL AT S-6 NEAR SHAWANO,fl,3090202,5,426,10.26,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02281200,NAD83,53,50.95,0,-80.4468833,26.47285
2283500 ,N NEW RIVER CANAL BELOW S351 NR SOUTH  BAY FLA,fl,3090202,0,145,10.29,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02283500,NAD83,23,45.16,0,-80.7128167,26.6976
2286328 ,"C-8 CANAL AT NE 135 ST AT NORTH MIAMI, FL",fl,3090202,0,0,-0.16,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02286328,NAD83,0,0,0,-80.1949722,25.9002222
2286400 ,"MIAMI CANAL AT S-354 AND S-3 AT LAKE HARBOR, FLA",fl,3090202,6,111,10.58,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02286400,NAD83,46,82.16,0,-80.8067278,26.69534407
2287497 ,N.W. WELLFIELD CANAL NR DADE BROWARD LEVEE NR PENN,fl,3090202,5,8.81,5.96,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02287497,NAD83,32,28.49,0,-80.4215472,25.89123889
2288800 ,"TAMIAMI CANAL OUTLETS, MONROE TO CARNESTOWN, FLA",fl,3090204,4,621,4.08,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02288800,NAD83,61,20.21,0,-81.2616343,25.88772088
2288900 ,"TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, FL",fl,3090204,0,3010,9.07,9/23/23 8:45,9/23/23 12:45,https://waterdata.usgs.gov/monitoring-location/02288900,NAD83,24,93.1,0,-80.9803467,25.85176527
2289019 ,"TAMIAMI CANAL AT S-12-B  NR MIAMI, FL",fl,3090202,5,344,10.26,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02289019,NAD83,52,71,0,-80.7694722,25.76183333
2289035 ,"THREE MILE CANAL BELOW G409 NEAR CLEWISTON, FL",fl,3090202,0,3.4,11.82,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02289035,NAD83,2,66.67,0,-80.8816111,26.32719444
2289041 ,"TAMIAMI CANAL BELOW S-12-C, NEARMIAMI, FLA",fl,3090202,0,0,10.33,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02289041,NAD83,52,75.56,0,-80.7271944,25.76202778
2289054 ,TAMIAMI CANAL WEST END 2.6 MILE BRIDGE NR MIAMI FL,fl,3090202,0,-61.6,6.94,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02289054,NAD83,4,20,0,-80.6547222,25.76138889
2289056 ,TAMIAMI CANAL EAST END 2.6 MILE BRIDGE NR MIAMI FL,fl,3090202,0,-69.4,7.01,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02289056,NAD83,4,20,0,-80.6086111,25.76138889
2289060 ,"TAMIAMI CANAL OUTLETS L-30 TO L-67A NR MIAMI, FL",fl,3090202,0,0,0,,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02289060,NAD83,59,98.33,0,-80.5617056,25.76114167
2289080 ,"TAMIAMI CANAL WEST END 1 MILE BRIDGE NR MIAMI, FL",fl,3090202,0,-9.61,6.93,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02289080,NAD83,6,14.29,0,-80.5366667,25.76138889
2289085 ,"TAMIAMI CANAL EAST END 1 MILE BRIDGE NR MIAMI, FL",fl,3090202,0,-307,6.94,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02289085,NAD83,2,33.33,0,-80.5166667,25.76138889
2289500 ,"TAMIAMI CANAL NEAR CORAL GABLES, FL",fl,3090202,7,336,2.98,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02289500,NAD83,65,91.45,0,-80.3280833,25.7625
2290709 ,10B BLACK CR CANAL AT OLD CUTLER RD NR GOU,fl,3090202,0,0,0.47,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02290709,NAD83,0,0,0,-80.3595556,25.5598611
2290765 ,LEVEE 31 NORTH EXTENSION AT 3 MILE NR WEST MIAMI F,fl,3090202,0,63.6,5.96,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02290765,NAD83,28,5.73,0,-80.4965556,25.71758333
2290766 ,LEVEE 31 NORTH EXTENSION AT 4 MILE NR WEST MIAMI F,fl,3090202,0,89.8,6,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02290766,NAD83,27,8.04,0,-80.4959722,25.70216667
2290767 ,LEVEE 31 NORTH EXTENSION AT 5 MILE NR WEST MIAMI F,fl,3090202,0,163,5.96,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02290767,NAD83,28,15.89,0,-80.4971,25.68598333
2290768 ,LEVEE 31 NORTH EXTENSION AT 7 MILE NR WEST MIAMI F,fl,3090202,0,206,5.88,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02290768,NAD83,28,17.68,0,-80.4981667,25.66338889
2290769 ,"CANAL 111 AT S-18-C NEAR FLORIDA CITY, FL",fl,3090202,4,16.1,2.74,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02290769,NAD83,50,14.32,0,-80.5248333,25.3272222
2290878 ,"BROAD RIVER NEAR THE CUTOFF, FL",fl,3090202,0,-2070,0.61,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02290878,NAD83,0,0,0,-81.0769444,25.50138889
2290888 ,"CHATHAM RIVER NEAR THE WATSON PLACE, FL",fl,3090202,0,0,0.5,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02290888,NAD83,0,0,0,-81.2497222,25.70916667
2290918 ,"LOSTMANS RIVER BELOW SECOND BAY, FL",fl,3090202,0,-3210,0.56,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02290918,NAD83,0,0,0,-81.1647222,25.55555556
2290928 ,"BARRON RIVER AT EVERGLADES CITY, FL",fl,3090204,0,0,1,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02290928,NAD83,0,0,0,-81.3825,25.8697222
2290930 ,"TURNER RIVER NR CHOKOLOSKEE ISLAND, FL",fl,3090204,0,0,5.38,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02290930,NAD83,0,0,0,-81.3416667,25.8286111
2291001 ,"BARRON RIVER BELOW SR29-3 AT COPELAND, FL",fl,3090204,0,0,5.04,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02291001,NAD83,9,0,0,-81.3551944,25.95794444
2291200 ,"LAKE TRAFFORD NR IMMOKALEE, FLA.",fl,3090204,0,0,19.27,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02291200,NAD83,0,0,0,-81.4832194,26.4326361
2291500 ,"IMPERIAL RIVER NEAR BONITA SPRINGS, FL",fl,3090204,2,20.7,3.02,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02291500,NAD83,50,2.44,0,-81.74938889,26.33583333
2291524 ,"SPRING CREEK HEADWATER NEAR BONITA SPRINGS, FL",fl,3090204,2,1.47,6.26,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02291524,NAD83,34,3.19,0,-81.7903611,26.36233333
2291580 ,"NORTH BRANCH ESTERO RIVER AT ESTERO, FL",fl,3090204,4,3.75,7.07,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02291580,NAD83,35,19.97,0,-81.7959722,26.44294444
2291597 ,"SOUTH BRANCH ESTERO RIVER AT ESTERO, FL",fl,3090204,1,1.23,3,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02291597,NAD83,34,2.86,0,-81.7934444,26.42875
2291669 ,"SIXMILE CYPRESS CREEK NEAR FORT MYERS,  FL",fl,3090204,0,21.9,11.13,9/23/23 9:45,2009/11/23 20:00,https://waterdata.usgs.gov/monitoring-location/02291669,NAD83,20,37.25,0,-81.8544167,26.52202778
2291673 ,"TENMILE CANAL AT CONTROL NEAR ESTERO, FL",fl,3090204,0,97.9,5.85,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02291673,NAD83,29,31.8,0,-81.8544167,26.50688889
2291710 ,"BRIARCLIFF DITCH AT MOUTH NEAR ESTERO,FL",fl,3090204,0,10.9,5.86,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02291710,NAD83,14,6.67,0,-81.8527778,26.50641667
2292010 ,CALOOSAHATCHEE CANAL DWS OF S-77 AT MOORE HAVEN FL,fl,3090202,0,271,11.33,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02292010,NAD83,10,25.28,0,-81.08888889,26.83333333
2292490 ,GOODNO CANAL BELOW S-78 NEAR LABELLE FL,fl,3090205,0,39,7.35,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02292490,NAD83,3,32.91,0,-81.30495,26.78790556
2292740 ,JACKS BRANCH AT CR 78 NR FT DENAUD FL,fl,3090205,0,35.3,1.76,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02292740,NAD83,3,27.14,0,-81.5132333,26.74742778
2292780 ,"TOWNSEND CANAL NEAR ALVA,FL",fl,3090205,0,120,1.82,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02292780,NAD83,4,44.07,0,-81.5580361,26.70775278
2292900 ,"CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA",fl,3090205,0,0,2.17,9/23/23 9:45,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02292900,NAD83,55,56.27,0,-81.69313699,26.72173487
2293055 ,"ORANGE RIVER NEAR BUCKINGHAM, FL",fl,3090205,0,187,1.05,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02293055,NAD83,10,48.51,0,-81.7594444,26.69194444
2293090 ,"Popash Creek at Leetana Rd. nr North Fort Myers,FL",fl,3090205,0,10.2,0.87,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02293090,NAD83,8,24,0,-81.8086667,26.71571667
2293230 ,"WHISKEY CREEK AT FT. MYERS, FL",fl,3090205,0,23.7,3.18,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02293230,NAD83,27,55.3,0,-81.89188889,26.57488889
2293262 ,GATOR SLOUGH WEST OF US-41 NEAR FT. MYERS FL,fl,3100103,0,54.6,13.58,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02293262,NAD83,13,42.17,0,-81.9209444,26.74202778
2293987 ,PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL,fl,3100101,5,281,40.82,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02293987,NAD83,31,72.29,0,-81.7267463,27.92474686
2294161 ,PEACE CREEK NEAR BARTOW FL,fl,3100101,0,269,97.35,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02294161,NAD83,18,68.78,0,-81.7955556,27.92444444
2294217 ,SADDLE CREEK AT ST.HWY 542 NEAR LAKELAND FL,fl,3100101,0,83.3,14.57,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02294217,NAD83,28,53.37,0,-81.876192,28.04418733
2294261 ,LAKE PARKER OUTLET AT COMBEE SETTLEMENT FL,fl,3100101,0,0.83,118.95,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02294261,NAD83,6,14.29,0,-81.90215,28.0573472
2294290 ,SADDLE CREEK AT STATE HWY 570 NEAR EATON PARK FL,fl,3100101,0,220,13.11,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02294290,NAD83,14,80.32,0,-81.853192,28.0100499
2294330 ,LAKE LENA RUN NEAR AUBURNDALE FL,fl,3100101,0,39.5,10.02,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02294330,NAD83,14,63.69,0,-81.8120249,28.00002249
2294405 ,"BANANA-HANCOCK CANAL NR HIGHLAND CITY, FL",fl,3100101,0,23.6,2.93,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02294405,NAD83,20,60.05,0,-81.8934151,27.98280097
2294491 ,SADDLE CREEK AT STRUCTURE P-11 NEAR BARTOW FL,fl,3100101,0,130,16.43,9/23/23 9:30,9/23/23 13:30,https://waterdata.usgs.gov/monitoring-location/02294491,NAD83,50,67.63,0,-81.8507083,27.93788056
2294650 ,"PEACE RIVER AT SR 60 AT BARTOW, FL",fl,3100101,5,482,6.62,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02294650,NAD83,83,64.79,0,-81.8173036,27.90224784
2294655 ,PEACE RIVER NEAR BARTOW FL,fl,3100101,0,557,10.71,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02294655,NAD83,21,63.47,0,-81.8044444,27.88305556
2294705 ,PEACE RV DISTRIBUTARY AT DOVER SINK NR BARTOW FL,fl,3100101,0,0,90.14,9/23/23 9:45,9/23/23 13:45,https://waterdata.usgs.gov/monitoring-location/02294705,NAD83,0,0,0,-81.8016667,27.87277778
2294747 ,SIXMILE CREEK AT BARTOW FL,fl,3100101,0,36,12.07,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02294747,NAD83,20,57.3,0,-81.8094778,27.8634972
2294759 ,PHOSPHATE MINE OUTFALL CS-8 NEAR BARTOW FL,fl,3100101,0,7.19,3.35,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02294759,NAD83,17,77.81,0,-81.80388889,27.8436111
2294760 ,BARBER BRANCH NEAR HOMELAND FL,fl,3100101,0,8.14,2.61,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02294760,NAD83,20,56.51,0,-81.8122222,27.83833333
2294775 ,PEACE RIVER AT CLEAR SPRINGS NEAR BARTOW FL,fl,3100101,0,538,37.86,9/23/23 9:00,9/23/23 13:00,https://waterdata.usgs.gov/monitoring-location/02294775,NAD83,21,64.06,0,-81.8075,27.86333333
2294781 ,PEACE RIVER NEAR HOMELAND FL,fl,3100101,0,669,86.16,9/23/23 9:15,9/23/23 13:15,https://waterdata.usgs.gov/monitoring-location/02294781,NAD83,21,64.55,0,-81.8017485,27.82447253
