AADT,YEAR_,ID,CLASSD,SECTION_,COMM,ACTIVE,SITETYPE,DISTRICT,COUNTYDOT,COUNTYNM,MNG_DIST,KFCTR,DFCTR,TFCTR,LOCATION,EPSG4326x,EPSG4326y
14500,2022,876158,Yes,87200118,"RAMP 87200118 FROM WB I-395 TO SB I-95, 150' W OF I-395",Y,Portable,6,87,Miami-Dade,6,8,99.9,6.4,0.028,-80.20327921,25.78890226
32000,2022,872550,No,87281000,"SR 953/LE JEUNE RD., 200 FT NORTH OF NW 79 ST",Y,Portable,6,87,Miami-Dade,6,9,54.7,6.7,8.233,-80.26614827,25.84573611
21000,2022,870525,No,87060000,"SR A1A/COLLINS AV/ONE-WAY PAIR NB, 100' N 87 ST",Y,Portable,6,87,Miami-Dade,6,9,99.9,4.5,10.61,-80.12146489,25.87287675
5800,2022,876013,Yes,87003015,"RAMP 87003015 FROM SB NW 22 AVE TO WB SR112, 350' E OF NW 22 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,7.7,0.066,-80.23328787,25.81238728
35500,2022,871095,Yes,87015000,"SR 989/ALLAPATTAH DR, 200' N SW 216 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,2,2.426,-80.37221711,25.566795
145000,2022,872188,No,87200000,"SR 836/DOLPHIN EXPWY,200' E SR 826/PALMETTO EXPWY",Y,Portable,6,87,Miami-Dade,6,9,64.8,3.8,4.613,-80.31529117,25.77958582
82000,2022,875201,No,87030000,"SR 5/US-1, 200' N SW 27 AV/SR 9",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.2,6.543,-80.23750276,25.74000698
8300,2022,876117,Yes,87200075,"RAMP 87200075 FROM EB SR836 TO SB NW 87 AVE, 500' E OF SR 836",Y,Portable,6,87,Miami-Dade,6,8,99.9,14.8,0.095,-80.34254393,25.78090483
43500,2022,872532,Yes,87030000,"SR 5/US-1, 200' S SR 94/KENDALL DR/SW 88 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.8,0.802,-80.30886047,25.68840577
12500,2022,870140,No,87008000,"SR 916/NW 135 ST/ONE-WAY PAIR EB, 200' W NW 7 AV",Y,Portable,6,87,Miami-Dade,6,9,99.9,4,7.053,-80.21188894,25.89825432
34500,2022,870011,Yes,87060000,"SR A1A/COLLINS AVE, 200' S OF 4700 BLK",Y,Portable,6,87,Miami-Dade,6,9,54.7,6.3,7.035,-80.12259908,25.82160765
32000,2022,872043,No,87270901,I-95/NORTH- EXPRESS LANES NB 500' N  BRIDGE 870432,Y,Portable,6,87,Miami-Dade,6,9,99.9,3.2,2.379,-80.20782436,25.85068375
30500,2022,875021,No,87140000,SR 7/US 441 NB UNDER I-95,Y,Portable,6,87,Miami-Dade,6,9,99.9,4.8,11.14,-80.21091173,25.9251714
101000,2022,870563,Yes,87260000,"SR 826/PALMETTO EXPWY, 801500' NORTH OF RAMP 87260004",Y,Portable,6,87,Miami-Dade,6,9,64.8,3.8,1.479,-80.31720147,25.69749442
15500,2022,876078,Yes,87075603,"RAMP 87075603 FROM SB I-75 TO NW 138 ST, 500' S OF I-75",Y,Portable,6,87,Miami-Dade,6,8,99.9,11.2,0.095,-80.35007228,25.90220452
46500,2022,870074,No,87044000,"SR 976/BIRD RD, 200' E SW 107 AV",Y,Portable,6,87,Miami-Dade,6,9,56.5,5,1.728,-80.35840375,25.73249059
28500,2022,872563,Yes,87020000,SR5/US1 S.DIXIE HWY ONE WAY NB 300' S OF SW 174 ST,Y,Portable,6,87,Miami-Dade,6,9,99.9,5.3,14.705,-80.34803201,25.60746139
56500,2022,870269,No,87060000,"SR A1A/COLLINS AV, 300' N NE 172 ST",Y,Portable,6,87,Miami-Dade,6,9,54.7,4.5,15.082,-80.12152166,25.93699725
6300,2022,876033,Yes,87005031,"RAMP 87005031 FROM EB SW 104 ST TO SB SR874, 850' S OF SW 104 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,15,0.161,-80.36760057,25.67041644
37500,2022,871138,Yes,87053000,"SR 968/FLAGLER ST, 70' W OF SW 36 AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.2,5.171,-80.25336648,25.77188238
15800,2022,870030,No,87281000,"SR 953/LEJEUNE RD, 100' N NW 37 AVE. CONNECTOR",Y,Portable,6,87,Miami-Dade,6,9,54.7,6.7,10.514,-80.26709472,25.87882358
2200,2022,876055,Yes,87021007,"RAMP 87021007 FROM NB SW 87 AVE TO EB SR878, 600' E OF SW 87 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,5,0.114,-80.33187327,25.69541992
5500,2022,876164,Yes,87200125,"RAMP 87200125 FROM EB I-395 TO SB NE 2 AVE, 200' E OF I-395",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.2,0.038,-80.19209563,25.78543402
27500,2022,870097,Yes,87053000,"SR 968/FLAGLER ST, 400' W OF NW/SW 27 AVE.",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.7,5.994,-80.24015091,25.77229469
11900,2022,873090,Yes,87000635,"NW 74 ST, 700'E OF NW 72 AVE.",Y,Portable,6,87,Miami-Dade,6,9,54.7,5.9,0.133,-80.31195875,25.84071228
214000,2022,870566,No,87260000,"SR 826/PALMETTO EXPWY, 200' N SW 40 ST/SR 976",Y,Portable,6,87,Miami-Dade,6,9,64.8,5.4,3.991,-80.3184796,25.73381345
13700,2022,878484,No,87000323,"W 18 AVE, 200 FT N OF W 41 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,11,0.539,-80.31867788,25.85949864
9700,2022,876148,No,87200108,"RAMP 87200108 FROM SB NW 17 AVE TO WB SR836, 200' W OF NW 17 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.4,0.038,-80.22346642,25.78289976
500,2022,872570,Yes,87020700,BUSWAY 500'S OF MARLIN RD.,Y,Portable,6,87,Miami-Dade,6,9,56.5,66,1.145,-80.36160831,25.58897869
4500,2022,876014,Yes,87003016,"RAMP 87003016 FROM EB SR112 TO SB NW22 AVE, 300' E OF SR 112",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.8,0.057,-80.23326547,25.81178573
39000,2022,871048,No,87044000,"SR 976/BIRD RD, 200' W SW 42 AV",Y,Portable,6,87,Miami-Dade,6,9,56.5,5,7.72,-80.26263623,25.73470492
85500,2022,872244,No,87200000,"SR 836/DOLPHIN EXPWY, 1600' E NW 87 AV",Y,Portable,6,87,Miami-Dade,6,9,64.8,3.8,3.685,-80.32997075,25.78125774
26000,2022,876458,Yes,87200423,"RAMP 87200421 TO SR-826 NB, 100' WEST OF RAMP 87200421",Y,Portable,6,87,Miami-Dade,6,8,99.9,12.2,0.02,-80.31751556,25.78079731
8000,2022,876211,No,87260250,"RAMP 87260250 FROM WB NW 36 ST TO NB SR826, 300' N OF NW 36 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,13.4,0.057,-80.32056197,25.81007151
67000,2022,878640,Yes,87000169,"NE 203 ST/IVES DAIRY, 200' W OFNE 24 AV(2011 OFFSYSTEM CYCLE, CL:196)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.8,0.495,-80.15417302,25.96306811
11200,2022,877095,Yes,87000311,"NW 25 ST - VIADUCT, 1500' EAST OF SR 826",Y,Portable,6,87,Miami-Dade,6,9,54.7,24.2,1.4,-80.30794872,25.79503438
6100,2022,878179,No,87000302,"SW 280TH ST/WALDIN DR, 200' EAST OF US-1",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.038,-80.43845467,25.50671639
11700,2022,878422,Yes,87000168,"23 ST, 200 FT W OF LIBERTY AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.8,0.057,-80.12959621,25.79889086
36000,2022,878281,No,87045501,"SW 56TH ST, 200' WEST OF SW 97TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.965,-80.35146659,25.71605422
7900,2022,876284,No,87260511,"RAMP 87260511 FROM EB NW 167 ST TO EB SR826, 200' E OF NW 167 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,10.9,0.038,-80.27436749,25.92502481
4200,2022,878443,No,87000222,"NE 10 AVE, 200 FT S OF NE 145 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.6,1.224,-80.17924769,25.90836604
5000,2022,878586,No,87000557,"NW 89 AVE, 200' NORTH OFNW 97 TER (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,11,0.337,-80.34256705,25.86283047
30500,2022,878282,No,87045501,"SW 56TH ST, 200' WEST OF SW 87TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.962,-80.33553386,25.71667028
7200,2022,877035,No,87000278,NW 13TH AVE/NW 12TH ST 50 FT NORTH OF NW 163RD ST,Y,Portable,6,87,Miami-Dade,6,9,54.7,9.5,0.322,-80.22148337,25.92264252
3600,2022,877050,No,87046503,SW 112TH ST 500 FT WEST OF SW 57TH AVE,Y,Portable,6,87,Miami-Dade,6,9,56.5,2.7,1.074,-80.28531545,25.66833907
17500,2022,876403,No,87030004,"RAMP 87030004 FROM NB US-1 TO WB NE 203 ST, 600' N OF US-1",Y,Portable,6,87,Miami-Dade,6,9,99.9,6.1,0.114,-80.14669832,25.96250898
10100,2022,878430,No,87000191,"PALM AVE/VETERANS, 200 FT N OF 9 ST/DR MLK JR BLVD (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5,0.49,-80.28164115,25.83057639
25500,2022,878297,No,87056500,"NE/NW 20TH ST, 200' EAST OF NW 12TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,1.571,-80.21462313,25.79500729
17500,2022,876295,No,87260538,"RAMP 87260538 FROM SB SR826 TO WB NW 25 ST, 100' S OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,16.7,0.019,-80.32152806,25.79901423
7500,2022,878462,No,87000275,"NW 173 DR, 200 FT W OF NW 47 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.5,0.993,-80.27759287,25.93098948
11400,2022,878713,No,87000256,"N MIAMI AVE, 400 FEET SOUTH OF NW 191 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.427,-80.20135673,25.94895796
19200,2022,878296,No,87056500,"NE/NW 20TH ST, 200' WEST OF NW 22TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.48,-80.23212933,25.7945051
10100,2022,877012,No,87000089,"SW 112TH STREET, 1000 FT EAST OF SW 117TH AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.2,0.189,-80.38070131,25.66434599
23000,2022,877076,Yes,87000419,NW 122 ST- 300 FET EAST OF NW 92 AVE,Y,Portable,6,87,Miami-Dade,6,9,54.7,4.1,0.322,-80.34686939,25.88407637
14000,2022,876409,No,87200133,"RAMP 87281227 FROM SB NW 42 AVE TO RAMP 87200131, 200' S OF NW 42 AVE",Y,Portable,6,87,Miami-Dade,6,9,99.9,10.1,0.038,-80.26505059,25.79203236
10900,2022,878413,No,87000138,"SW 122 AVE, 200 FT N OF SW 34 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,8.2,0.531,-80.39187199,25.73759062
17500,2022,876247,No,87260399,"RAMP 87260399 FROM SB SR826 TO WB NW 74 ST, 200' S OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,25.4,0.038,-80.32260888,25.84367326
17000,2022,878681,No,87000952,SW 162 AVENUE 500' NORTH OF SW 88 STREET,Y,Portable,6,87,Miami-Dade,6,9,56.5,8.2,1.18,-80.4540648,25.68531121
27000,2022,878164,No,87000186,"NW 12TH STREET, 200' WEST OF PALMETTO/SR-826",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.861,-80.33158624,25.78283542
36500,2022,878256,No,87013000,"NW 199TH ST, 200' EAST OF NORTH MIAMI AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.299,-80.20090188,25.95734597
1800,2022,876187,Yes,87260125,"RAMP 87260125 FROM NB SR826 TO SW 88 ST, 200' N OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.7,0.029,-80.31647668,25.68646934
20200,2022,878646,No,87000245,"MIAMI LAKES DRIVE, 200' EAST OFNW 59 CT(2011 OFFSYSTEM CYCLE, CL:256)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.5,0.293,-80.29693967,25.90972566
600,2022,877091,No,87000195,"SW 71 AVE, 200 FEET EAST OF SW 72 AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.7,0.485,-80.31194658,25.76799653
22300,2022,878175,No,87000269,"NW 199TH ST, 200' WEST OF NW 27TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,2.506,-80.24658649,25.95535749
18500,2022,878420,No,87000159,"NW 14 ST/JOHN B MOBL, 200 FT E OF NW 12 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.282,-80.21443233,25.78761652
10500,2022,876300,No,87270167,"RAMP 87270167 FROM WB RICKENBACKER CSWY TO NB I-95, 50' N OF R-87270004",Y,Portable,6,87,Miami-Dade,6,8,99.9,5.6,0.193,-80.20442902,25.75151997
11800,2022,878450,No,87000237,"W 41 ST, 200 FT E OF E 2 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.9,0.771,-80.27811074,25.85964
5200,2022,878710,No,87000022,"SW 264TH ST, 1100 FEET EAST OF SW 177TH AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.3,1.224,-80.47457287,25.52110316
27500,2022,878294,No,87054504,"SW 24TH ST, 200' WEST OF SW 97TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.951,-80.35243782,25.74714073
35500,2022,877009,No,87000084,SW 184TH ST .30 MILE WEST OF SW 117TH AVE,Y,Portable,6,87,Miami-Dade,6,9,56.5,3.6,1.576,-80.38408219,25.59749846
3200,2022,878530,No,87000463,"S RIVER DR, 200' NORTH OFW FLAGLER ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.4,0.432,-80.20217997,25.77418751
42500,2022,878618,Yes,87104000,"NW 74 ST, 200' EAST OF NW 102 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,7,1.29,-80.36165277,25.84067049
17000,2022,876455,Yes,87200328,"RAMP 87200328 FROM SR 836 WB TO RAMP 87200324, 2000' WEST OF SR 836",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.8,0.379,-80.31216811,25.78061888
4000,2022,876175,Yes,87210001,"RAMP 87210001 FROM EB SR856 TO EB NE 192 ST, 75' E OF SR 856",Y,Portable,6,87,Miami-Dade,6,8,99.9,1.5,0.014,-80.13567087,25.95411657
12000,2022,970128,No,87471242,"TURNPIKE EXT SB OFF RAMP TO CARIBBEAN BLVD, M12H",Y,Portable,6,87,Miami-Dade,8,8,99.9,5.8,0.1,-80.36557226,25.57896756
13500,2022,876026,Yes,87004020,"RAMP 87004020 FROM EB NE 38 ST TO WB I-195, 200' S OF NE 38 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.9,0.038,-80.1885469,25.81186105
49500,2022,871173,No,87220000,"SR 948/NW 36 ST, 200' E SR 826",Y,Portable,6,87,Miami-Dade,6,9,54.7,4.9,0.191,-80.32040499,25.80926512
27500,2022,870042,No,87047000,"SR 973/GALLOWAY RD, 200' S SW 24 ST/CORAL WAY/PTMS",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,6.996,-80.33558927,25.74706326
9900,2022,876151,Yes,87200211,"RAMP 87200211 FROM EB SR 836 TO NW SOUTH RIVER DR, 400' E OF SR 836",Y,Portable,6,87,Miami-Dade,6,8,99.9,6.6,0.076,-80.22330173,25.78226018
16000,2022,872539,Yes,87034000,"SR 915/NE 6 AV, 200' N SR 922/NE 125 ST",Y,Portable,6,87,Miami-Dade,6,9,54.7,2.8,2.517,-80.18656746,25.89282737
45500,2022,871025,Yes,87008000,"SR 916/NW 135 ST, 200' W N MIAMI AV",Y,Portable,6,87,Miami-Dade,6,9,54.7,2.8,8.035,-80.19611816,25.8989733
103000,2022,872278,Yes,87005000,"SR 874/S DADE EXPWY, 300' NE SW 87 AV",Y,Portable,6,87,Miami-Dade,6,9,64.8,5.6,5.536,-80.33266747,25.70915484
24000,2022,875080,Yes,87090000,"SR 25/US-27/NW 36 ST, 200' E NW 27 AV",Y,Portable,6,87,Miami-Dade,6,9,54.7,3.8,16.529,-80.23946246,25.80912677
9200,2022,876114,Yes,87200072,"RAMP 87200072 FROM SB NW 107 AVE TO WB SR836, 300' W OF NW 107 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,6.8,0.057,-80.36985639,25.78197296
68000,2022,872511,Yes,87300000,"SR 924/GRATIGNY PKWY, 200' E NW 67 AV",Y,Portable,6,87,Miami-Dade,6,9,54.7,7.1,0.5,-80.31592131,25.89873167
30000,2022,870158,Yes,87018000,"SR 852/COUNTY LINE RD, 400' W SR 7/NW 2 AV",Y,Portable,6,87,Miami-Dade,6,9,54.7,3.1,2.457,-80.20732939,25.97254996
46000,2022,870005,Yes,87120000,"SR 90/US-41/SW 8 ST, 200' E SW 74 AV",Y,Portable,6,87,Miami-Dade,6,9,56.5,1.9,10.358,-80.31515792,25.76267228
37000,2022,872044,No,87270901,"I-95/NORTH EXPRESSWAY - EXPRESS LANES NB, 1270' S NW 95 ST",Y,Portable,6,87,Miami-Dade,6,9,99.9,2.3,2.903,-80.2081063,25.85829373
14700,2022,873100,Yes,87000002,"NW 37 AVENUE, 100' N OF NW 22 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.5,0.13,-80.25619785,25.79694553
30500,2022,870529,Yes,87140000,"SR 7/US-441/SW/NW 7 AV, 200' N NW 81 ST/SR 934",Y,Portable,6,87,Miami-Dade,6,9,54.7,3.9,5.867,-80.20925948,25.85012695
10000,2022,876022,Yes,87004003,"RAMP 87004003 FROM NB I-95 TO WB SR 112, 500' N OF EB I-195 RAMP 87270179",Y,Portable,6,87,Miami-Dade,6,8,99.9,10.1,0.095,-80.20554214,25.81151682
21000,2022,870043,Yes,87150000,"SR 997/KROME AV, 800' S AVOCADO DR/SW 296 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,14.4,3.661,-80.47755629,25.48937391
550,2022,872571,Yes,87020700,BUSWAY - 1000'S OF CORAL REEF DR./ SW 152 ST,Y,Portable,6,87,Miami-Dade,6,9,56.5,56,4,-80.34256593,25.62645607
60500,2022,870366,Yes,87170000,"SR 826/NE 167 ST, 200' E N MIAMI AV",Y,Portable,6,87,Miami-Dade,6,9,54.7,3.9,1.028,-80.19557426,25.9282235
14000,2022,876002,Yes,87003004,"RAMP 87003004 FROM WB SR112 TO SB LE JEUNE, 300' S OF SR 112",Y,Portable,6,87,Miami-Dade,6,8,99.9,11.2,0.057,-80.26416736,25.80655907
39500,2022,871067,No,87055000,"SR 986/SUNSET DR, 200' E SR 826",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.3,5.115,-80.31657296,25.70298099
15500,2022,872239,No,87202000,SR 836 EXT WB 400' E OF BRIDGE NO. 871002 OVER NW 127 AVE,Y,Portable,6,87,Miami-Dade,6,9,99.9,3.8,2.595,-80.39929061,25.78365998
4600,2022,876101,Yes,87140349,"RAMP87140349 FRM NW167 ST OFF RAMP87170354 TOSB SR9,150' SW OF RAMP87170354",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.9,0.028,-80.20891418,25.92669143
49000,2022,872514,No,87002000,"SR 823/NW 57 AV, 550' N SR 860/NW 183 ST",Y,Portable,6,87,Miami-Dade,6,9,54.7,4.8,7.651,-80.29384455,25.94084382
66000,2022,870127,No,87030000,"SR 5/US-1, 400' E OF SW 57 AVE.",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.2,2.832,-80.28466316,25.70814072
28000,2022,870009,No,87010000,"SR 5/US-1, 200' N MIAMI-DADE/MONROE CO LINE",Y,Portable,6,87,Miami-Dade,6,9.5,56.5,5.2,0.038,-80.43361561,25.23699444
233000,2022,870568,No,87260000,"SR 826/PALMETTO EXPWY, 200' N SW 8 ST/SR 90",Y,Portable,6,87,Miami-Dade,6,9,64.8,5.4,6.07,-80.32041672,25.76373413
26500,2022,878476,Yes,87000299,"W COUNTRY CLUB DR, 200 FT W OFNE 34 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,1.7,1.157,-80.13395816,25.96632233
34500,2022,871180,Yes,87281000,"SR 953/LEJEUNE RD, 200' S E 23 ST(HIALEAH)",Y,Portable,6,87,Miami-Dade,6,9,54.7,4.9,8.019,-80.266072,25.8426572
22000,2022,875101,Yes,87053001,"SR 968/EB SW 1 ST, 80' W SW 18 AV",Y,Portable,6,87,Miami-Dade,6,9,99.9,4,0.638,-80.2248223,25.77182819
18100,2022,870585,Yes,87090000,US 27/OKEECHOBEE RD. 1000' SE KROME AVE.,Y,Portable,6,87,Miami-Dade,6,9.5,56.7,16,0.596,-80.43095171,25.94824763
14000,2022,876059,Yes,87037200,"RAMP 87037200 FRM EB MACARTHUR CSWY TO NB ALTON RD, 300' E OF MACARTHUR CSWY",Y,Portable,6,87,Miami-Dade,6,9,99.9,14.4,0.057,-80.14112123,25.77444219
13000,2022,876163,Yes,87200123,"RAMP 87200123 FROM EB I-395 TO NE 2 AVE, 200' E OF I-395",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.1,0.038,-80.1931492,25.78578014
65000,2022,870092,Yes,87120000,"SR 90/US-41/SW 8 ST, 200' E GALLOWAY RD/SW 87 AV",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.1,9.091,-80.33546753,25.76189969
850,2022,878488,Yes,87000330,"W/E 17 ST/NW 71 ST, 200 FT W OF W 2 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,9,0.205,-80.286458,25.83704
6400,2022,876095,Yes,87140062,"RAMP 87140062 FROM NB US-441 TO NB HEFT, 200' SE OF US-441",Y,Portable,6,87,Miami-Dade,6,8,99.9,11.8,0.038,-80.2106234,25.92476033
39000,2022,872517,No,87026005,"SR 860/MIAMI GARDENS DR, 200' W NW 67 AV",Y,Portable,6,87,Miami-Dade,6,9,54.7,5.7,2.359,-80.31399544,25.9417224
19400,2022,871010,No,87034000,"SR 915/NE 6 AV, 200' S NE 111 ST",Y,Portable,6,87,Miami-Dade,6,9,54.7,2.5,1.426,-80.18590246,25.87715043
221000,2022,872198,No,87200000,"SR 836/DOLPHIN EXPWY, 900' E RED RD/NW 57 AV",Y,Portable,6,87,Miami-Dade,6,9,64.8,3.8,6.663,-80.28369694,25.7850303
19000,2022,875097,No,87120001,"SR 90/US-41/SW 7 ST/ONE-WAY WB, 200' W SW 12 AV",Y,Portable,6,87,Miami-Dade,6,9,99.9,2.5,1.49,-80.21435834,25.76674224
9600,2022,870598,Yes,87075902,"SR 93/I-75, 800' E UNDERPASS 870600 (EXPRESS LANE)",Y,Portable,6,87,Miami-Dade,6,9,99.9,1.3,4.591,-80.33770269,25.89820592
42500,2022,876085,Yes,87075616,"RAMP 87075616 FROM NB SR826 TO NB I-75, 900' N OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,20.4,0.17,-80.32382707,25.89404396
47000,2022,870076,No,87044000,"SR 976/BIRD RD, 200' W SW 87 AV",Y,Portable,6,87,Miami-Dade,6,9,56.5,5,2.483,-80.34633274,25.73278362
7100,2022,878479,No,87000316,"NW 191 ST, 200 FT W OF NW 32 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.2,0.463,-80.25427781,25.94786361
42500,2022,871189,Yes,87062000,"SR 959/RED RD/SW 57 AV, 200' N NW 7 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.3,5.242,-80.28835589,25.78045866
56500,2022,875006,No,87140000,"SR 7/US-441/NW 2 AV, 200' N MIAMI GARDENS DR/SR860",Y,Portable,6,87,Miami-Dade,6,9,54.7,4.8,12.621,-80.20513292,25.94282901
44500,2022,870540,Yes,87060000,"SR A1A/COLLINS AV, 200' S END BRIDG/NCL BAL HARB",Y,Portable,6,87,Miami-Dade,6,9,54.7,3.9,12.261,-80.12433594,25.89644695
26000,2022,876023,Yes,87004004,"RAMP 87004004 FROM WB I-195 TO SB I-95, 1000' W OF I-195",Y,Portable,6,87,Miami-Dade,6,8,99.9,8.5,0.189,-80.20434715,25.81205963
26500,2022,870040,Yes,87150000,"SR 997/KROME AV, 550' S SW 282 STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,13.3,4.612,-80.47771678,25.50319035
5800,2022,872647,No,87037001,SR 907 ALTON ROAD 200' N OF NAUTILUS DR,Y,Portable,6,87,Miami-Dade,6,9,54.7,3.5,0.23,-80.13613092,25.81356101
73500,2022,870521,No,87030000,"SR 5/US-1, 200' S GRAND AV(CORAL GABLES)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.2,4.813,-80.26077274,25.72708146
62500,2022,875219,Yes,87030000,"SR 5/US-1, 1250' S NE 163 ST/SUNNY ISLES CSWY",Y,Portable,6,87,Miami-Dade,6,9,54.7,2.3,21.672,-80.15486782,25.92222851
24500,2022,871076,Yes,87047000,"SR 973/GALLOWAY RD, 200' N SW 85 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.2,3.162,-80.33360883,25.69143566
179000,2022,872095,No,87270000,"SR 9A/I-95, 150' N OFF RAMP 87270179",Y,Portable,6,87,Miami-Dade,6,8,50.7,4.3,4.586,-80.2057947,25.80892484
7300,2022,876104,Yes,87170354,"RAMP 87170354 FROM WB NE 167 ST TO SB I-95, 1500' W OF NE 167 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.5,0.284,-80.20886818,25.92615537
31000,2022,872524,No,87003000,"SR 112/AIRPORT EXPWY, 500' N NW 21 ST",Y,Portable,6,87,Miami-Dade,6,9,56.7,3.4,0.094,-80.2639588,25.79624162
21200,2022,870136,Yes,87008000,"SR 916/NW 138 ST, 200' E W 12 AV (HIALEAH)",Y,Portable,6,87,Miami-Dade,6,9,54.7,6.2,1.266,-80.30429745,25.89866745
39500,2022,870684,No,87001000,"SR 94/KENDALL DR, 200' E SW 79 AV",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.8,9.81,-80.32279941,25.6883002
29000,2022,871214,No,87038000,"SR 932/NW 103 ST, 200' E NW 27 AV",Y,Portable,6,87,Miami-Dade,6,9,54.7,3.8,6.196,-80.24189523,25.86812417
25000,2022,875144,Yes,87140000,"SR 7/US-441/SW/NW 7 AV, 500' N OF NW 62 ST.",Y,Portable,6,87,Miami-Dade,6,9,54.7,3.8,4.713,-80.20854597,25.83336539
29500,2022,870600,Yes,87260902,"SR 826/PALMETTO EXPWY, 1000' N NW 103 ST - EXPRESS LANES",Y,Portable,6,87,Miami-Dade,6,9,99.9,2.7,2.587,-80.32324634,25.87282237
20500,2022,876075,Yes,87075600,"RAMP 87075600 FROM WB I-75 TO WB NW 138 ST, 500' W OF I-75",Y,Portable,6,87,Miami-Dade,6,8,99.9,19.7,0.095,-80.3431536,25.89882972
42000,2022,870066,Yes,87001000,"SR 94/KENDALL DR, 200' W SR 973/SW 87 AV",Y,Portable,6,87,Miami-Dade,6,9,56.5,4,9.1,-80.33418689,25.68796281
